1,1,THE WOLFS,7,6,Fase regular,1
2,0,PAPIS INGE,7,9,Fase regular,1
3,1,THE WOLFS,3,0,Fase regular,1
4,0,TORTOLITOS FC,7,11,Fase regular,1
5,0,ESCROTOLEANO UNITED,4,2,Fase regular,1
6,0,FC OLIMPO,3,0,Fase regular,1
7,0,DRAGONES FC,3,0,Fase regular,1
8,1,GANADO POR DEFAULT,3,0,Fase regular,1
9,1,Civilinhos,3,0,Fase regular,1
10,0,Civilinhos,0,0,Octavos de final,0
