1,1,THE WOLFS,7,6,Fase regular,1
2,0,PAPIS INGE,7,11,Fase regular,1
3,1,THE WOLFS,7,6,Fase regular,1
4,1,No definido,0,0,Fase regular,0
5,1,No definido,0,0,Fase regular,0
6,1,No definido,0,0,Fase regular,0
7,1,No definido,0,0,Fase regular,0
